accession	accession_version	strain	date	region	country	division	location	length	host	host_genus	host_type	is_lab_host	date_released	date_updated	sra_accessions	authors	full_authors	institution	url	coverage	cdsCoverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	p48_coverage	NTPase_coverage	p22_coverage	VPg_coverage	3CLpro_coverage	RdRp_coverage	VP1_coverage	VP2_coverage	ORF2_type	ORF1_type	VP1_nextclade	VP1_group	VP1_type	VP1_variant	RdRp_nextclade	RdRp_group	RdRp_type	RdRp_variant
MW305547	MW305547.1	PNV011149	2008-10-11	South America	Peru			7529	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305547	0.9968283335535879	3CLpro:1,NTPase:1,ORF1:0.9794117647058823,RdRp:1,VP1:0.9833641404805915,VP2:1,VPg:1,p22:0.9548022598870056,p48:0.9186746987951807	0	2433	0						ORF1:46-67,ORF1:858-865,p48:46-67,p22:160-167,VP1:337-341	0.919	1.0	0.955	1.0	1.0	1.0	0.983	1.0			GII.6	GII	GII.6		GII.P7	GII.P	GII.P7	
MW305555	MW305555.1	194HBO	2016-08-09	South America	Paraguay			7528	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305555	0.9980177084709925	3CLpro:1,NTPase:1,ORF1:0.9947058823529412,RdRp:1,VP1:0.9759704251386322,VP2:1,VPg:1,p22:0.96045197740113,p48:0.9939759036144579	0	2471	0						ORF1:859-865,p22:161-167,VP1:383-395	0.994	1.0	0.96	1.0	1.0	1.0	0.976	1.0			GII.6	GII	GII.6		GII.P7	GII.P	GII.P7	
MW305567	MW305567.1	912SR	2005-XX-XX	South America	Paraguay			7492	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305567	0.9900885423549624	3CLpro:1,NTPase:1,ORF1:0.9923529411764705,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9608433734939759	0	1354	0							0.961	1.0	1.0	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	Hunter_2004*	GII.P4	GII.P	GII.P4	NewOrleans_2009
MW305569	MW305569.1	B17-c1	1976-02-21	Africa	Central African Republic			7460	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305569	0.9918065283467689	3CLpro:1,NTPase:1,ORF1:0.011764705882352941,RdRp:1,VP1:0.9482439926062847,VP2:1,VPg:1,p22:1,p48:0.060240963855421686	0	2436	0						ORF1:36-1700,p48:36-332,VP1:291-311,VP1:394-398	0.06	1.0	1.0	1.0	1.0	1.0	0.948	1.0			GII.14	GII	GII.14		GII.P7	GII.P	GII.P7	
MW305570	MW305570.1	B17-c2	1976-02-21	Africa	Central African Republic			7441	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305570	0.9865204176027488	3CLpro:1,NTPase:1,ORF1:0.991764705882353,RdRp:1,VP1:0.955637707948244,VP2:0.828996282527881,VPg:1,p22:1,p48:0.9578313253012049	0	1947	0						VP1:293-301,VP1:337-345,VP2:137-154,VP2:169-191	0.958	1.0	1.0	1.0	1.0	1.0	0.956	0.829			GII.2	GII	GII.2		GII.P35	GII.P	GII.P35	
MW305571	MW305571.1	S7d	1976-03-05	Africa	Senegal			7528	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305571	0.9886348619003568	3CLpro:1,NTPase:1,ORF1:0.018235294117647058,RdRp:1,VP1:0.9759704251386322,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.06626506024096386	0	2422	0						ORF1:41-56,ORF1:68-859,ORF1:870-1700,p48:41-56,p48:68-332,p22:163-168,VP1:383-395	0.066	1.0	0.966	1.0	1.0	1.0	0.976	1.0			GII.6	GII	GII.6		GII.P7	GII.P	GII.P7	
MW305572	MW305572.1	C110	1978-04-04	South America	French Guiana	French Guiana		7520	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305572	0.9944495837187789	3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9668674698795181	0	1485	0							0.967	1.0	1.0	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	CHDC_1970s	GII.P39	GII.P	GII.P39	
MW305573	MW305573.1	HK4	1976-12-04	Asia	Hong Kong			7485	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305573	0.9972247918593895	3CLpro:1,NTPase:1,ORF1:0.99,RdRp:1,VP1:0.9907578558225508,VP2:0.9702602230483272,VPg:1,p22:0.9265536723163842,p48:0.9879518072289156	0	2412	0						ORF1:841-853,p22:143-155,VP1:308-311,VP2:149-156	0.988	1.0	0.927	1.0	1.0	1.0	0.991	0.97			GII.7	GII	GII.7		GII.P36	GII.P	GII.P36	
MW305574	MW305574.1	HK46	1977-12-09	Asia	Hong Kong			7492	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305574	0.9931280560327739	3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:1,VP2:0.9405204460966543,VPg:1,p22:1,p48:0.9668674698795181	0	2006	0						VP2:167-182	0.967	1.0	1.0	1.0	1.0	1.0	1.0	0.941			GII.3	GII	GII.3		GII.P41	GII.P	GII.P41	
MW305575	MW305575.1	HK54	1977-12-12	Asia	Hong Kong			7518	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305575	0.9944495837187789	3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:1,VP2:0.9405204460966543,VPg:1,p22:1,p48:0.9668674698795181	0	2015	0						VP2:167-182	0.967	1.0	1.0	1.0	1.0	1.0	1.0	0.941			GII.3	GII	GII.3		GII.P41	GII.P	GII.P41	
MW305576	MW305576.1	HK74	1978-01-10	Asia	Hong Kong			7501	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305576	0.9887670146689573	3CLpro:1,NTPase:1,ORF1:0.031176470588235295,RdRp:1,VP1:0.944547134935305,VP2:1,VPg:1,p22:1,p48:0.15963855421686746	0	2429	0						ORF1:79-1700,p48:79-332,VP1:291-311,VP1:393-398	0.16	1.0	1.0	1.0	1.0	1.0	0.945	1.0			GII.14	GII	GII.14		GII.P7	GII.P	GII.P7	
MW305579	MW305579.1	KL137	1978-07-14	Asia	Malaysia			7501	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305579	0.9944495837187789	3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:0.9852125693160814,VP2:0.9107806691449815,VPg:1,p22:1,p48:0.9668674698795181	0	2001	0						VP1:294-295,VP1:338-342,VP2:150-155,VP2:178-194	0.967	1.0	1.0	1.0	1.0	1.0	0.985	0.911			GII.2	GII	GII.2		GII.P30	GII.P	GII.P30	
MW305581	MW305581.1	S9d	1976-03-15	Africa	Senegal			7528	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305581	0.9886348619003568	3CLpro:1,NTPase:1,ORF1:0.018235294117647058,RdRp:1,VP1:0.9759704251386322,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.06626506024096386	0	2420	0						ORF1:41-56,ORF1:68-859,ORF1:870-1700,p48:41-56,p48:68-332,p22:163-168,VP1:383-395	0.066	1.0	0.966	1.0	1.0	1.0	0.976	1.0			GII.6	GII	GII.6		GII.P7	GII.P	GII.P7	
MW305582	MW305582.1	T055	1977-07-15	Africa	Tunisia			7446	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305582	0.9902206951235628	3CLpro:1,NTPase:1,ORF1:0.9876470588235294,RdRp:1,VP1:0.9833641404805915,VP2:0.966542750929368,VPg:1,p22:1,p48:0.9367469879518072	0	2001	0						VP1:292-300,VP2:49-50,VP2:187-192	0.937	1.0	1.0	1.0	1.0	1.0	0.983	0.967			GII.17	GII	GII.17		GII.P3	GII.P	GII.P3	
MW305583	MW305583.1	T091	1976-09-30	Africa	Tunisia			7506	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305583	0.9944495837187789	3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:0.9833641404805915,VP2:1,VPg:1,p22:1,p48:0.9668674698795181	0	1644	0						VP1:289-297	0.967	1.0	1.0	1.0	1.0	1.0	0.983	1.0			GII.4	GII	GII.4	US_1995/96*	GII.PNA3	GII.P	GII.PNA3	
MW305584	MW305584.1	T045	1977-07-15	Africa	Tunisia			7494	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305584	0.9944495837187789	3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:0.9759704251386322,VP2:0.8996282527881041,VPg:1,p22:1,p48:0.9668674698795181	0	2029	0						VP1:337-345,VP2:140-163	0.967	1.0	1.0	1.0	1.0	1.0	0.976	0.9			GII.2	GII	GII.2		GII.P30	GII.P	GII.P30	
MW305585	MW305585.1	40	1995-11-22	Asia	Japan			7517	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305585	0.9937888198757764	3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9668674698795181	0	1358	0							0.967	1.0	1.0	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	CHDC_1970s	GII.P4	GII.P	GII.P4	US95-96
MW305586	MW305586.1	57	1995-10-28	Asia	Japan			7500	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305586	0.9944495837187789	3CLpro:1,NTPase:1,ORF1:0.9852941176470589,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9209039548022598,p48:0.9668674698795181	0	1344	0						ORF1:848-860,p22:150-162	0.967	1.0	0.921	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	CHDC_1970s	GII.P4	GII.P	GII.P4	US95-96
MW305588	MW305588.1	65	1995-11-15	Asia	Japan			7500	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305588	0.9944495837187789	3CLpro:1,NTPase:1,ORF1:0.9852941176470589,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9209039548022598,p48:0.9668674698795181	0	1342	0						ORF1:848-860,p22:150-162	0.967	1.0	0.921	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	CHDC_1970s	GII.P4	GII.P	GII.P4	US95-96
MW305589	MW305589.1	75	1995-12-30	Asia	Japan			7521	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305589	0.9944495837187789	3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9668674698795181	0	1365	0							0.967	1.0	1.0	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	US_1995/96*	GII.P4	GII.P	GII.P4	US95-96
MW305590	MW305590.1	170	1995-12-16	Asia	Japan			7521	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305590	0.9944495837187789	3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9668674698795181	0	1354	0							0.967	1.0	1.0	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	US_1995/96*	GII.P4	GII.P	GII.P4	US95-96
MW305592	MW305592.1	101-3	1987-11-05	North America	USA			7506	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305592	0.9944495837187789	3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:0.922365988909427,VP2:0.9219330855018587,VPg:1,p22:1,p48:0.9668674698795181	0	1983	0						VP1:333-344,VP1:357-366,VP2:137-140,VP2:167-183	0.967	1.0	1.0	1.0	1.0	1.0	0.922	0.922			GII.3	GII	GII.3		GII.P3	GII.P	GII.P3	
MW305593	MW305593.1	110-11	1987-11-16	North America	USA			7491	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305593	0.9944495837187789	3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:0.9704251386321626,VP2:1,VPg:1,p22:1,p48:0.9668674698795181	0	1991	0						VP1:293-299,VP1:392-400	0.967	1.0	1.0	1.0	1.0	1.0	0.97	1.0			GII.12	GII	GII.12		GII.P29	GII.P	GII.P29	
MW305594	MW305594.1	110-1	1987-11-16	North America	USA			7521	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305594	0.9944495837187789	3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9668674698795181	0	1425	0							0.967	1.0	1.0	1.0	1.0	1.0	1.0	1.0			GII.4	GII	GII.4	CHDC_1970s	GII.P4	GII.P	GII.P4	US95-96
MW305595	MW305595.1	110-2	1987-11-16	North America	USA			7491	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305595	0.9944495837187789	3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:0.9704251386321626,VP2:1,VPg:1,p22:1,p48:0.9668674698795181	0	1991	0						VP1:293-299,VP1:392-400	0.967	1.0	1.0	1.0	1.0	1.0	0.97	1.0			GII.12	GII	GII.12		GII.P29	GII.P	GII.P29	
MW305596	MW305596.1	110-7	1987-11-16	North America	USA			7491	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305596	0.9944495837187789	3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:0.9704251386321626,VP2:1,VPg:1,p22:1,p48:0.9668674698795181	0	1991	0						VP1:293-299,VP1:392-400	0.967	1.0	1.0	1.0	1.0	1.0	0.97	1.0			GII.12	GII	GII.12		GII.P29	GII.P	GII.P29	
MW305597	MW305597.1	110-8	1987-11-16	North America	USA			7491	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305597	0.9944495837187789	3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:0.9704251386321626,VP2:1,VPg:1,p22:1,p48:0.9668674698795181	0	1991	0						VP1:293-299,VP1:392-400	0.967	1.0	1.0	1.0	1.0	1.0	0.97	1.0			GII.12	GII	GII.12		GII.P29	GII.P	GII.P29	
MW305598	MW305598.1	212	1996-02-16	Asia	Japan			7510	Homo sapiens	Homo	human		2021-07-06	2024-07-18		Tohma et al.	Tohma,K.,Lepore,C.J.,Martinez,M.,Degiuseppe,J.I.,Khamrin,P.,Saito,M.,Mayta,H.,Nwaba,A.U.A.,Ford-Siltz,L.A.,Green,K.Y.,Galeano,M.E.,Zimic,M.,Stupka,J.A.,Gilman,R.H.,Maneekarn,N.,Ushijima,H.,Parra,G.I.,Nwaba,A.	U.S. Food and Drug Administration, CBER/OVRR/DVP/LHV	https://www.ncbi.nlm.nih.gov/nuccore/MW305598	0.9974890973965904	3CLpro:1,NTPase:1,ORF1:0.9864705882352941,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9307228915662651	0	2426	0						ORF1:46-64,p48:46-64	0.931	1.0	1.0	1.0	1.0	1.0	1.0	1.0			GII.6	GII	GII.6		GII.P6	GII.P	GII.P6	
