accession	accession_version	strain	date	region	country	division	location	length	host	host_genus	host_type	is_lab_host	date_released	date_updated	sra_accessions	authors	full_authors	institution	url	coverage	cdsCoverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	p48_coverage	NTPase_coverage	p22_coverage	VPg_coverage	3CLpro_coverage	RdRp_coverage	VP1_coverage	VP2_coverage	ORF2_type	ORF1_type	VP1_nextclade	VP1_group	VP1_type	VP1_variant	RdRp_nextclade	RdRp_group	RdRp_type	RdRp_variant
OR268635	OR268635.1	NoV/Human-wt/CHN/1702Y642/2017/GI.Pb-GI.6	2017-11-16	Asia	China			7476	"Homo sapiens"	Homo	human		2024-08-01	2024-08-01		"Fu et al."	Fu,J.M.,Gao,Z.Y.,Shen,L.Y.,Tian,Y.,Fan,Y.	"China Medical University, School of Public Health"	https://www.ncbi.nlm.nih.gov/nuccore/OR268635	0.9655081273952689	3CLpro:1,NTPase:0.9808743169398907,ORF1:0.9164705882352941,RdRp:1,VP1:0.9149722735674677,VP2:0.7100371747211895,VPg:1,p22:0.8587570621468926,p48:0.6686746987951807	0	3187	0						ORF1:30-70,ORF1:81-122,ORF1:241-248,ORF1:400-405,ORF1:833-844,p48:30-70,p48:81-122,p48:241-248,NTPase:68-73,p22:135-146,VP1:307-314,VP1:330-352,VP1:383-395,VP2:140-148	0.669	0.981	0.859	1.0	1.0	1.0	0.915	0.71			GI.6	GI	GI.6		GI.P11	GI.P	GI.P11	
OR268636	OR268636.1	NoV/Human-wt/CHN/1702Y645/2017/GI.Pb-GI.6	2017-11-16	Asia	China			7476	"Homo sapiens"	Homo	human		2024-08-01	2024-08-01		"Fu et al."	Fu,J.M.,Gao,Z.Y.,Shen,L.Y.,Tian,Y.,Fan,Y.	"China Medical University, School of Public Health"	https://www.ncbi.nlm.nih.gov/nuccore/OR268636	0.9655081273952689	3CLpro:1,NTPase:0.9808743169398907,ORF1:0.9164705882352941,RdRp:1,VP1:0.9149722735674677,VP2:0.7100371747211895,VPg:1,p22:0.8587570621468926,p48:0.6686746987951807	0	3186	0						ORF1:30-70,ORF1:81-122,ORF1:241-248,ORF1:400-405,ORF1:833-844,p48:30-70,p48:81-122,p48:241-248,NTPase:68-73,p22:135-146,VP1:307-314,VP1:330-352,VP1:383-395,VP2:140-148	0.669	0.981	0.859	1.0	1.0	1.0	0.915	0.71			GI.6	GI	GI.6		GI.P11	GI.P	GI.P11	
OR397766	OR397766.1	NHP_#2_ch2_d3	2022-05-XX	"North America"	USA			7513	"Macaca mulatta"	Macaca	primate		2023-11-28	2023-11-28		"Rimkute et al."	Rimkute,I.,Chaimongkol,N.,Woods,K.D.,Nagata,B.M.,Darko,S.,Gudbole,S.,Henry,A.R.,Sosnovtsev,S.V.,Olia,A.S.,Verardi,R.,Bok,K.,Todd,J.-P.,Woodward,R.,Kwong,P.D.,Douek,D.C.,Alves,D.A.,Green,K.Y.,Roederer,M.	"NIH, VRC"	https://www.ncbi.nlm.nih.gov/nuccore/OR397766	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:1,p48:1	0	1955	0						VP1:337-342	1.0	1.0	1.0	1.0	1.0	1.0	0.989	1.0			GII.1	GII	GII.1		GII.P1	GII.P	GII.P1	
OR397767	OR397767.1	NHP_#2_d8	2021-02-XX	"North America"	USA			7513	"Macaca mulatta"	Macaca	primate		2023-11-28	2023-11-28		"Rimkute et al."	Rimkute,I.,Chaimongkol,N.,Woods,K.D.,Nagata,B.M.,Darko,S.,Gudbole,S.,Henry,A.R.,Sosnovtsev,S.V.,Olia,A.S.,Verardi,R.,Bok,K.,Todd,J.-P.,Woodward,R.,Kwong,P.D.,Douek,D.C.,Alves,D.A.,Green,K.Y.,Roederer,M.	"NIH, VRC"	https://www.ncbi.nlm.nih.gov/nuccore/OR397767	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:1,p48:1	0	1952	0						VP1:337-342	1.0	1.0	1.0	1.0	1.0	1.0	0.989	1.0			GII.1	GII	GII.1		GII.P1	GII.P	GII.P1	
OR397768	OR397768.1	NHP_#2_d11	2021-02-XX	"North America"	USA			7513	"Macaca mulatta"	Macaca	primate		2023-11-28	2023-11-28		"Rimkute et al."	Rimkute,I.,Chaimongkol,N.,Woods,K.D.,Nagata,B.M.,Darko,S.,Gudbole,S.,Henry,A.R.,Sosnovtsev,S.V.,Olia,A.S.,Verardi,R.,Bok,K.,Todd,J.-P.,Woodward,R.,Kwong,P.D.,Douek,D.C.,Alves,D.A.,Green,K.Y.,Roederer,M.	"NIH, VRC"	https://www.ncbi.nlm.nih.gov/nuccore/OR397768	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:1,p48:1	0	1951	0						VP1:337-342	1.0	1.0	1.0	1.0	1.0	1.0	0.989	1.0			GII.1	GII	GII.1		GII.P1	GII.P	GII.P1	
OR397769	OR397769.1	NHP_#2_d16	2021-02-XX	"North America"	USA			7513	"Macaca mulatta"	Macaca	primate		2023-11-28	2023-11-28		"Rimkute et al."	Rimkute,I.,Chaimongkol,N.,Woods,K.D.,Nagata,B.M.,Darko,S.,Gudbole,S.,Henry,A.R.,Sosnovtsev,S.V.,Olia,A.S.,Verardi,R.,Bok,K.,Todd,J.-P.,Woodward,R.,Kwong,P.D.,Douek,D.C.,Alves,D.A.,Green,K.Y.,Roederer,M.	"NIH, VRC"	https://www.ncbi.nlm.nih.gov/nuccore/OR397769	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:1,p48:1	0	1952	0						VP1:337-342	1.0	1.0	1.0	1.0	1.0	1.0	0.989	1.0			GII.1	GII	GII.1		GII.P1	GII.P	GII.P1	
OR397770	OR397770.1	NHP_#2_d17	2021-02-XX	"North America"	USA			7513	"Macaca mulatta"	Macaca	primate		2023-11-28	2023-11-28		"Rimkute et al."	Rimkute,I.,Chaimongkol,N.,Woods,K.D.,Nagata,B.M.,Darko,S.,Gudbole,S.,Henry,A.R.,Sosnovtsev,S.V.,Olia,A.S.,Verardi,R.,Bok,K.,Todd,J.-P.,Woodward,R.,Kwong,P.D.,Douek,D.C.,Alves,D.A.,Green,K.Y.,Roederer,M.	"NIH, VRC"	https://www.ncbi.nlm.nih.gov/nuccore/OR397770	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:1,p48:1	0	1952	0						VP1:337-342	1.0	1.0	1.0	1.0	1.0	1.0	0.989	1.0			GII.1	GII	GII.1		GII.P1	GII.P	GII.P1	
OR397771	OR397771.1	NHP_#2_d20	2021-02-XX	"North America"	USA			7513	"Macaca mulatta"	Macaca	primate		2023-11-28	2023-11-28		"Rimkute et al."	Rimkute,I.,Chaimongkol,N.,Woods,K.D.,Nagata,B.M.,Darko,S.,Gudbole,S.,Henry,A.R.,Sosnovtsev,S.V.,Olia,A.S.,Verardi,R.,Bok,K.,Todd,J.-P.,Woodward,R.,Kwong,P.D.,Douek,D.C.,Alves,D.A.,Green,K.Y.,Roederer,M.	"NIH, VRC"	https://www.ncbi.nlm.nih.gov/nuccore/OR397771	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:1,p48:1	0	1955	0						VP1:337-342	1.0	1.0	1.0	1.0	1.0	1.0	0.989	1.0			GII.1	GII	GII.1		GII.P1	GII.P	GII.P1	
OR397772	OR397772.1	NHP_#2_d28	2021-02-XX	"North America"	USA			7513	"Macaca mulatta"	Macaca	primate		2023-11-28	2023-11-28		"Rimkute et al."	Rimkute,I.,Chaimongkol,N.,Woods,K.D.,Nagata,B.M.,Darko,S.,Gudbole,S.,Henry,A.R.,Sosnovtsev,S.V.,Olia,A.S.,Verardi,R.,Bok,K.,Todd,J.-P.,Woodward,R.,Kwong,P.D.,Douek,D.C.,Alves,D.A.,Green,K.Y.,Roederer,M.	"NIH, VRC"	https://www.ncbi.nlm.nih.gov/nuccore/OR397772	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:1,p48:1	0	1953	0						VP1:337-342	1.0	1.0	1.0	1.0	1.0	1.0	0.989	1.0			GII.1	GII	GII.1		GII.P1	GII.P	GII.P1	
OR397773	OR397773.1	NHP_#4_ch2_d3	2022-08-XX	"North America"	USA			7513	"Macaca mulatta"	Macaca	primate		2023-11-28	2023-11-28		"Rimkute et al."	Rimkute,I.,Chaimongkol,N.,Woods,K.D.,Nagata,B.M.,Darko,S.,Gudbole,S.,Henry,A.R.,Sosnovtsev,S.V.,Olia,A.S.,Verardi,R.,Bok,K.,Todd,J.-P.,Woodward,R.,Kwong,P.D.,Douek,D.C.,Alves,D.A.,Green,K.Y.,Roederer,M.	"NIH, VRC"	https://www.ncbi.nlm.nih.gov/nuccore/OR397773	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:1,p48:1	0	1953	0						VP1:337-342	1.0	1.0	1.0	1.0	1.0	1.0	0.989	1.0			GII.1	GII	GII.1		GII.P1	GII.P	GII.P1	
OR397774	OR397774.1	NHP_#4_ch2_d6	2022-08-XX	"North America"	USA			7513	"Macaca mulatta"	Macaca	primate		2023-11-28	2023-11-28		"Rimkute et al."	Rimkute,I.,Chaimongkol,N.,Woods,K.D.,Nagata,B.M.,Darko,S.,Gudbole,S.,Henry,A.R.,Sosnovtsev,S.V.,Olia,A.S.,Verardi,R.,Bok,K.,Todd,J.-P.,Woodward,R.,Kwong,P.D.,Douek,D.C.,Alves,D.A.,Green,K.Y.,Roederer,M.	"NIH, VRC"	https://www.ncbi.nlm.nih.gov/nuccore/OR397774	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:1,p48:1	0	1953	0						VP1:337-342	1.0	1.0	1.0	1.0	1.0	1.0	0.989	1.0			GII.1	GII	GII.1		GII.P1	GII.P	GII.P1	
OR397775	OR397775.1	NHP_#4_ch2_d8	2022-08-XX	"North America"	USA			7513	"Macaca mulatta"	Macaca	primate		2023-11-28	2023-11-28		"Rimkute et al."	Rimkute,I.,Chaimongkol,N.,Woods,K.D.,Nagata,B.M.,Darko,S.,Gudbole,S.,Henry,A.R.,Sosnovtsev,S.V.,Olia,A.S.,Verardi,R.,Bok,K.,Todd,J.-P.,Woodward,R.,Kwong,P.D.,Douek,D.C.,Alves,D.A.,Green,K.Y.,Roederer,M.	"NIH, VRC"	https://www.ncbi.nlm.nih.gov/nuccore/OR397775	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:1,p48:1	0	1950	0						VP1:337-342	1.0	1.0	1.0	1.0	1.0	1.0	0.989	1.0			GII.1	GII	GII.1		GII.P1	GII.P	GII.P1	
OR397776	OR397776.1	NHP_#4_d3	2021-11-XX	"North America"	USA			7513	"Macaca mulatta"	Macaca	primate		2023-11-28	2023-11-28		"Rimkute et al."	Rimkute,I.,Chaimongkol,N.,Woods,K.D.,Nagata,B.M.,Darko,S.,Gudbole,S.,Henry,A.R.,Sosnovtsev,S.V.,Olia,A.S.,Verardi,R.,Bok,K.,Todd,J.-P.,Woodward,R.,Kwong,P.D.,Douek,D.C.,Alves,D.A.,Green,K.Y.,Roederer,M.	"NIH, VRC"	https://www.ncbi.nlm.nih.gov/nuccore/OR397776	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:1,p48:1	0	1955	0						VP1:337-342	1.0	1.0	1.0	1.0	1.0	1.0	0.989	1.0			GII.1	GII	GII.1		GII.P1	GII.P	GII.P1	
OR397777	OR397777.1	NHP_#4_d11	2021-11-XX	"North America"	USA			7513	"Macaca mulatta"	Macaca	primate		2023-11-28	2023-11-28		"Rimkute et al."	Rimkute,I.,Chaimongkol,N.,Woods,K.D.,Nagata,B.M.,Darko,S.,Gudbole,S.,Henry,A.R.,Sosnovtsev,S.V.,Olia,A.S.,Verardi,R.,Bok,K.,Todd,J.-P.,Woodward,R.,Kwong,P.D.,Douek,D.C.,Alves,D.A.,Green,K.Y.,Roederer,M.	"NIH, VRC"	https://www.ncbi.nlm.nih.gov/nuccore/OR397777	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:1,p48:1	0	1955	0						VP1:337-342	1.0	1.0	1.0	1.0	1.0	1.0	0.989	1.0			GII.1	GII	GII.1		GII.P1	GII.P	GII.P1	
OR397778	OR397778.1	NHP_#4_d21	2021-11-XX	"North America"	USA			7513	"Macaca mulatta"	Macaca	primate		2023-11-28	2023-11-28		"Rimkute et al."	Rimkute,I.,Chaimongkol,N.,Woods,K.D.,Nagata,B.M.,Darko,S.,Gudbole,S.,Henry,A.R.,Sosnovtsev,S.V.,Olia,A.S.,Verardi,R.,Bok,K.,Todd,J.-P.,Woodward,R.,Kwong,P.D.,Douek,D.C.,Alves,D.A.,Green,K.Y.,Roederer,M.	"NIH, VRC"	https://www.ncbi.nlm.nih.gov/nuccore/OR397778	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:1,p48:1	0	1954	0						VP1:337-342	1.0	1.0	1.0	1.0	1.0	1.0	0.989	1.0			GII.1	GII	GII.1		GII.P1	GII.P	GII.P1	
OR397779	OR397779.1	NHP_#4_d39	2021-11-XX	"North America"	USA			7513	"Macaca mulatta"	Macaca	primate		2023-11-28	2023-11-28		"Rimkute et al."	Rimkute,I.,Chaimongkol,N.,Woods,K.D.,Nagata,B.M.,Darko,S.,Gudbole,S.,Henry,A.R.,Sosnovtsev,S.V.,Olia,A.S.,Verardi,R.,Bok,K.,Todd,J.-P.,Woodward,R.,Kwong,P.D.,Douek,D.C.,Alves,D.A.,Green,K.Y.,Roederer,M.	"NIH, VRC"	https://www.ncbi.nlm.nih.gov/nuccore/OR397779	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:1,p48:1	0	1953	0						VP1:337-342	1.0	1.0	1.0	1.0	1.0	1.0	0.989	1.0			GII.1	GII	GII.1		GII.P1	GII.P	GII.P1	
OR397780	OR397780.1	NHP_#4_d43	2021-11-XX	"North America"	USA			7513	"Macaca mulatta"	Macaca	primate		2023-11-28	2023-11-28		"Rimkute et al."	Rimkute,I.,Chaimongkol,N.,Woods,K.D.,Nagata,B.M.,Darko,S.,Gudbole,S.,Henry,A.R.,Sosnovtsev,S.V.,Olia,A.S.,Verardi,R.,Bok,K.,Todd,J.-P.,Woodward,R.,Kwong,P.D.,Douek,D.C.,Alves,D.A.,Green,K.Y.,Roederer,M.	"NIH, VRC"	https://www.ncbi.nlm.nih.gov/nuccore/OR397780	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:1,p48:1	0	1957	0						VP1:337-342	1.0	1.0	1.0	1.0	1.0	1.0	0.989	1.0			GII.1	GII	GII.1		GII.P1	GII.P	GII.P1	
OR397781	OR397781.1	NHP_#4_d48	2021-11-XX	"North America"	USA			7513	"Macaca mulatta"	Macaca	primate		2023-11-28	2023-11-28		"Rimkute et al."	Rimkute,I.,Chaimongkol,N.,Woods,K.D.,Nagata,B.M.,Darko,S.,Gudbole,S.,Henry,A.R.,Sosnovtsev,S.V.,Olia,A.S.,Verardi,R.,Bok,K.,Todd,J.-P.,Woodward,R.,Kwong,P.D.,Douek,D.C.,Alves,D.A.,Green,K.Y.,Roederer,M.	"NIH, VRC"	https://www.ncbi.nlm.nih.gov/nuccore/OR397781	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:1,p48:1	0	1954	0						VP1:337-342	1.0	1.0	1.0	1.0	1.0	1.0	0.989	1.0			GII.1	GII	GII.1		GII.P1	GII.P	GII.P1	
OR397782	OR397782.1	NHP_#7_d3	2022-04-XX	"North America"	USA			7513	"Macaca mulatta"	Macaca	primate		2023-11-28	2023-11-28		"Rimkute et al."	Rimkute,I.,Chaimongkol,N.,Woods,K.D.,Nagata,B.M.,Darko,S.,Gudbole,S.,Henry,A.R.,Sosnovtsev,S.V.,Olia,A.S.,Verardi,R.,Bok,K.,Todd,J.-P.,Woodward,R.,Kwong,P.D.,Douek,D.C.,Alves,D.A.,Green,K.Y.,Roederer,M.	"NIH, VRC"	https://www.ncbi.nlm.nih.gov/nuccore/OR397782	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:1,p48:1	0	1957	0						VP1:337-342	1.0	1.0	1.0	1.0	1.0	1.0	0.989	1.0			GII.1	GII	GII.1		GII.P1	GII.P	GII.P1	
OR397783	OR397783.1	NHP_#7_d9	2022-04-XX	"North America"	USA			7513	"Macaca mulatta"	Macaca	primate		2023-11-28	2023-11-28		"Rimkute et al."	Rimkute,I.,Chaimongkol,N.,Woods,K.D.,Nagata,B.M.,Darko,S.,Gudbole,S.,Henry,A.R.,Sosnovtsev,S.V.,Olia,A.S.,Verardi,R.,Bok,K.,Todd,J.-P.,Woodward,R.,Kwong,P.D.,Douek,D.C.,Alves,D.A.,Green,K.Y.,Roederer,M.	"NIH, VRC"	https://www.ncbi.nlm.nih.gov/nuccore/OR397783	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:1,p48:1	0	1956	0						VP1:337-342	1.0	1.0	1.0	1.0	1.0	1.0	0.989	1.0			GII.1	GII	GII.1		GII.P1	GII.P	GII.P1	
OR397784	OR397784.1	NHP_#7_d11	2022-04-XX	"North America"	USA			7513	"Macaca mulatta"	Macaca	primate		2023-11-28	2023-11-28		"Rimkute et al."	Rimkute,I.,Chaimongkol,N.,Woods,K.D.,Nagata,B.M.,Darko,S.,Gudbole,S.,Henry,A.R.,Sosnovtsev,S.V.,Olia,A.S.,Verardi,R.,Bok,K.,Todd,J.-P.,Woodward,R.,Kwong,P.D.,Douek,D.C.,Alves,D.A.,Green,K.Y.,Roederer,M.	"NIH, VRC"	https://www.ncbi.nlm.nih.gov/nuccore/OR397784	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:1,p48:1	0	1956	0						VP1:337-342	1.0	1.0	1.0	1.0	1.0	1.0	0.989	1.0			GII.1	GII	GII.1		GII.P1	GII.P	GII.P1	
OR397785	OR397785.1	NHP_#7_d19	2022-04-XX	"North America"	USA			7513	"Macaca mulatta"	Macaca	primate		2023-11-28	2023-11-28		"Rimkute et al."	Rimkute,I.,Chaimongkol,N.,Woods,K.D.,Nagata,B.M.,Darko,S.,Gudbole,S.,Henry,A.R.,Sosnovtsev,S.V.,Olia,A.S.,Verardi,R.,Bok,K.,Todd,J.-P.,Woodward,R.,Kwong,P.D.,Douek,D.C.,Alves,D.A.,Green,K.Y.,Roederer,M.	"NIH, VRC"	https://www.ncbi.nlm.nih.gov/nuccore/OR397785	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:1,p48:1	0	1959	0						VP1:337-342	1.0	1.0	1.0	1.0	1.0	1.0	0.989	1.0			GII.1	GII	GII.1		GII.P1	GII.P	GII.P1	
OR397786	OR397786.1	NHP_#7_d22	2022-04-XX	"North America"	USA			7513	"Macaca mulatta"	Macaca	primate		2023-11-28	2023-11-28		"Rimkute et al."	Rimkute,I.,Chaimongkol,N.,Woods,K.D.,Nagata,B.M.,Darko,S.,Gudbole,S.,Henry,A.R.,Sosnovtsev,S.V.,Olia,A.S.,Verardi,R.,Bok,K.,Todd,J.-P.,Woodward,R.,Kwong,P.D.,Douek,D.C.,Alves,D.A.,Green,K.Y.,Roederer,M.	"NIH, VRC"	https://www.ncbi.nlm.nih.gov/nuccore/OR397786	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:1,p48:1	0	1959	0						VP1:337-342	1.0	1.0	1.0	1.0	1.0	1.0	0.989	1.0			GII.1	GII	GII.1		GII.P1	GII.P	GII.P1	
OR397787	OR397787.1	NHP_#7_d26	2022-04-XX	"North America"	USA			7513	"Macaca mulatta"	Macaca	primate		2023-11-28	2023-11-28		"Rimkute et al."	Rimkute,I.,Chaimongkol,N.,Woods,K.D.,Nagata,B.M.,Darko,S.,Gudbole,S.,Henry,A.R.,Sosnovtsev,S.V.,Olia,A.S.,Verardi,R.,Bok,K.,Todd,J.-P.,Woodward,R.,Kwong,P.D.,Douek,D.C.,Alves,D.A.,Green,K.Y.,Roederer,M.	"NIH, VRC"	https://www.ncbi.nlm.nih.gov/nuccore/OR397787	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:1,p48:1	0	1958	0						VP1:337-342	1.0	1.0	1.0	1.0	1.0	1.0	0.989	1.0			GII.1	GII	GII.1		GII.P1	GII.P	GII.P1	
OR397788	OR397788.1	NHP_#9_d19	2022-08-XX	"North America"	USA			7513	"Macaca mulatta"	Macaca	primate		2023-11-28	2023-11-28		"Rimkute et al."	Rimkute,I.,Chaimongkol,N.,Woods,K.D.,Nagata,B.M.,Darko,S.,Gudbole,S.,Henry,A.R.,Sosnovtsev,S.V.,Olia,A.S.,Verardi,R.,Bok,K.,Todd,J.-P.,Woodward,R.,Kwong,P.D.,Douek,D.C.,Alves,D.A.,Green,K.Y.,Roederer,M.	"NIH, VRC"	https://www.ncbi.nlm.nih.gov/nuccore/OR397788	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.988909426987061,VP2:1,VPg:1,p22:1,p48:1	0	1957	0						VP1:337-342	1.0	1.0	1.0	1.0	1.0	1.0	0.989	1.0			GII.1	GII	GII.1		GII.P1	GII.P	GII.P1	
OR463400	OR463400.1	ZJ-G77-21	2021-02-18	Asia	China			7689	"Homo sapiens"	Homo	human		2024-09-01	2024-09-01		"Sun et al."	Sun,Y.,Gong,L.	"ZJCDC, Microbiology"	https://www.ncbi.nlm.nih.gov/nuccore/OR463400	1	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.001176470588235294,RdRp:1,VP1:0.8946395563770795,VP2:0.8401486988847584,VPg:1,p22:0.8926553672316384,p48:0.03313253012048193	0	3181	0						ORF1:19-58,ORF1:68-1700,p48:19-58,p48:68-332,NTPase:65-70,p22:78-82,p22:91-94,p22:138-143,VP1:289-303,VP1:318-327,VP1:338-352,VP1:399-404,VP1:412-415,VP2:150-167,VP2:186-203,VP2:264-269	0.033	0.984	0.893	1.0	1.0	1.0	0.895	0.84							GI.P4	GI.P	GI.P4	
OR463401	OR463401.1	ZJ-G56-21	2021-03-22	Asia	China			7689	"Homo sapiens"	Homo	human		2024-09-01	2024-09-01		"Sun et al."	Sun,Y.,Gong,L.	"ZJCDC, Microbiology"	https://www.ncbi.nlm.nih.gov/nuccore/OR463401	1	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.001176470588235294,RdRp:1,VP1:0.8946395563770795,VP2:0.8921933085501859,VPg:1,p22:0.8926553672316384,p48:0.03313253012048193	0	3191	0						ORF1:19-58,ORF1:68-1700,p48:19-58,p48:68-332,NTPase:65-70,p22:78-82,p22:91-94,p22:138-143,VP1:289-303,VP1:318-327,VP1:338-352,VP1:399-404,VP1:412-415,VP2:186-203,VP2:264-269	0.033	0.984	0.893	1.0	1.0	1.0	0.895	0.892							GI.P4	GI.P	GI.P4	
OR463402	OR463402.1	ZJ-14-21	2021-04-24	Asia	China			7689	"Homo sapiens"	Homo	human		2024-09-01	2024-09-01		"Sun et al."	Sun,Y.,Gong,L.	"ZJCDC, Microbiology"	https://www.ncbi.nlm.nih.gov/nuccore/OR463402	1	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.001176470588235294,RdRp:1,VP1:0.8946395563770795,VP2:0.8401486988847584,VPg:1,p22:0.8926553672316384,p48:0.03313253012048193	0	3186	0						ORF1:19-58,ORF1:68-1700,p48:19-58,p48:68-332,NTPase:65-70,p22:78-82,p22:91-94,p22:138-143,VP1:289-303,VP1:318-327,VP1:338-352,VP1:399-404,VP1:412-415,VP2:150-167,VP2:186-203,VP2:264-269	0.033	0.984	0.893	1.0	1.0	1.0	0.895	0.84							GI.P4	GI.P	GI.P4	
OR463403	OR463403.1	ZJ-18-21	2021-05-20	Asia	China			7689	"Homo sapiens"	Homo	human		2024-09-01	2024-09-01		"Sun et al."	Sun,Y.,Gong,L.	"ZJCDC, Microbiology"	https://www.ncbi.nlm.nih.gov/nuccore/OR463403	1	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.001176470588235294,RdRp:1,VP1:0.8946395563770795,VP2:0.8401486988847584,VPg:1,p22:0.8926553672316384,p48:0.03313253012048193	0	3183	0						ORF1:19-58,ORF1:68-1700,p48:19-58,p48:68-332,NTPase:65-70,p22:78-82,p22:91-94,p22:138-143,VP1:289-303,VP1:318-327,VP1:338-352,VP1:399-404,VP1:412-415,VP2:150-167,VP2:186-203,VP2:264-269	0.033	0.984	0.893	1.0	1.0	1.0	0.895	0.84							GI.P4	GI.P	GI.P4	
OR463404	OR463404.1	ZJ-17-21	2021-05-27	Asia	China			7689	"Homo sapiens"	Homo	human		2024-09-01	2024-09-01		"Sun et al."	Sun,Y.,Gong,L.	"ZJCDC, Microbiology"	https://www.ncbi.nlm.nih.gov/nuccore/OR463404	1	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.001176470588235294,RdRp:1,VP1:0.8946395563770795,VP2:0.8401486988847584,VPg:1,p22:0.8926553672316384,p48:0.03313253012048193	0	3186	0						ORF1:19-58,ORF1:68-1700,p48:19-58,p48:68-332,NTPase:65-70,p22:78-82,p22:91-94,p22:138-143,VP1:289-303,VP1:318-327,VP1:338-352,VP1:399-404,VP1:412-415,VP2:150-167,VP2:186-203,VP2:264-269	0.033	0.984	0.893	1.0	1.0	1.0	0.895	0.84							GI.P4	GI.P	GI.P4	
OR463468	OR463468.1	ZJ-5-21	2021-10-20	Asia	China			7319	"Homo sapiens"	Homo	human		2024-09-01	2024-09-01		"Sun et al."	Sun,Y.,Gong,L.	"ZJCDC, Microbiology"	https://www.ncbi.nlm.nih.gov/nuccore/OR463468	0.9696048632218845	3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:1,VP2:0.7546468401486989,VPg:1,p22:1,p48:0.9668674698795181	0	961	0						VP2:139-155	0.967	1.0	1.0	1.0	1.0	1.0	1.0	0.755			GII.2	GII	GII.2		GII.P16	GII.P	GII.P16	
